Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
18909062111,"Jun 13, 2026, 4:24:00 PM",Legs recovery,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,media/F7A5C81F-FF85-4379-8227-6CDEDFC88B78.jpg
18870832513,"Jun 10, 2026, 9:20:25 PM",Night Ride,Ride,Recovery,2700,0,,,false,,,,,9.0,2700.0,2700.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/3C5F2EAD-C318-45B2-BF3C-F0777718AEFD.jpg
18860804829,"Jun 10, 2026, 6:07:27 AM",Ppg + abdo,Weight Training,"",2400,0,,,false,,,,,,2400.0,2400.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/F5001EA3-42C1-4693-A7D4-85D914B65677.jpg
18860215949,"Jun 10, 2026, 5:09:30 AM",Morning Run,Run,Blessure :(,825,1.77,,,false,,,activities/18860215949.gpx,,,825.0,816.0,1770.2,9.68,2.169,16.5,6.9,409.5,420.0,19.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1829.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.146,0.0,,,,1182.0,0.0,,,,2.242,,,,,,,,,,,,media/96653EE0-6ECC-4379-9579-6AA33CA67B04.jpg
18857184741,"Jun 9, 2026, 9:25:42 PM",Push,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/DE058DF0-3FAA-4C1C-A063-7161499C2D49.jpg
18846791329,"Jun 9, 2026, 6:59:58 AM",Morning recovery run,Run,"",1683,4.00,,,false,,,activities/18846791329.gpx,,,1683.0,1680.0,4007.5,3.7,2.385,34.4,31.0,399.1,420.0,16.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4095.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.381,0.0,,,,3734.0,0.0,,,,2.438,,,,,,,,,,,,media/99646F2D-198D-45FD-AAEF-D48C2B2766A1.jpg
18837758151,"Jun 8, 2026, 2:10:59 PM",Legs recovery,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/F442BCC9-D5D7-4BFA-813D-600700226265.jpg|media/DA19D8E2-6EC4-44D9-BB49-1C571122692C.jpg
18819445682,"Jun 7, 2026, 7:21:30 AM",26.75 long run,Run,"",2807,7.46,,,false,,,activities/18819445682.gpx,,,2807.0,2681.0,7465.0,4.28,2.784,45.9,15.1,380.8,420.0,4.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7550.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.659,0.0,,,,6812.0,0.0,,,,2.816,,,,,,,,,,,,media/7F18FFF1-91B8-48C3-8DF7-64DAD00EBBA6.jpg
18818965287,"Jun 7, 2026, 5:02:24 AM",19.29+7.46 long run,Run,"",8275,19.29,,,false,,,activities/18818965287.gpx,,,8275.0,7188.0,19296.4,5.88,2.685,106.2,134.0,378.7,442.2,13.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,19389.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.332,0.0,,,,18102.0,0.0,,,,2.697,,,,,,,,,,,,media/1208C5A2-D562-4370-B66E-092140CEC026.jpg
18815296213,"Jun 6, 2026, 8:19:21 PM",Easy run,Run,"",1800,5.00,,,false,,,,,,1800.0,1800.0,5000.0,,2.778,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.778,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/37688497-7268-4841-8C6A-4728834CA696.jpg
18815274540,"Jun 6, 2026, 5:46:00 PM",Pull,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,media/2E7B7B9E-DCFF-4791-AA02-05EC3DF2B929.jpg
18792877057,"Jun 5, 2026, 4:42:00 AM",Easy + interval 400*8,Run,"",5789,12.79,,,false,,,activities/18792877057.gpx,,,5789.0,4675.0,12789.4,6.0,2.736,305.4,340.8,371.8,413.9,48.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,14620.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.209,0.0,,,,10424.0,0.0,,,,3.127,,,,,,,,,,,,media/431E0D5A-A236-4707-9DA2-78D25D19792B.jpg
18776325486,"Jun 3, 2026, 8:49:03 PM",Legs,Weight Training,"",6061,0,,,false,,,,,,6061.0,6061.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/33458419-1FAB-428C-8388-4CBD47B10A3F.jpg
18766113256,"Jun 3, 2026, 6:28:07 AM",Easy run,Run,"",2138,6.58,,,false,,,activities/18766113256.gpx,,,2138.0,2101.0,6583.0,5.22,3.133,29.2,34.2,399.1,431.2,3.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6601.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.079,0.0,,,,5450.0,0.0,,,,3.142,,,,,,,,,,,,media/07A2D1B8-F61A-44B8-A1D6-77375B6ED7F2.jpg
18744046093,"Jun 1, 2026, 3:46:07 PM",Push,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/20DF8AC3-B832-4FC1-89E2-A14F2C88C31F.jpg
18725557077,"May 31, 2026, 7:48:34 AM",Long run,Run,"",5375,14.34,,,false,,,activities/18725557077.gpx,,,5375.0,5355.0,14346.9,4.62,2.679,129.5,119.3,406.8,482.9,29.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,14681.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.669,1019.0,,,,13758.0,0.0,,,,2.742,,,,,,,,,,,,media/91221170-7C0C-43F8-B420-2162C40D2AF8.jpg
18720012159,"May 30, 2026, 7:25:13 PM",Evening Run,Run,"",1500,4.16,,,false,,,,,,1500.0,1500.0,4166.7,,2.778,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.778,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/3B269D3E-D356-4AD1-BD47-A62636FB6422.jpg
18716961788,"May 30, 2026, 2:07:24 PM",Legs,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/AB7D1BCB-9840-4D86-95B7-E995333A9C21.jpg
18703632143,"May 29, 2026, 2:29:35 PM",Easy run,Run,"",3600,10.00,,,false,,,,,,3600.0,3600.0,10000.0,,2.778,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.778,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/F7235E79-B3DB-468C-8ECA-CDC4FD53AF5E.mp4
18692293905,"May 28, 2026, 5:13:28 PM",Tempo,Run,15 mins 6:00/km 15 mins 4:45 15mins recovery,2775,7.92,,,false,,,,,,2775.0,2775.0,7928.6,,2.857,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.857,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/C3E26BB1-6EFF-41B1-BD1A-4F6EFD6550CF.jpg
18631973217,"May 24, 2026, 6:55:24 AM",Long run,Run,"",9694,22.00,,,false,,,activities/18631973217.gpx,,,9694.0,9005.0,22001.1,5.62,2.443,189.7,189.6,405.9,518.9,27.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,22415.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.27,998.9,,,,22550.0,0.0,,,,2.489,,,,,,,,,,,,media/9EFDCE5B-8BBD-40BC-AD0D-58D0FF41E6F5.jpg
18624567233,"May 23, 2026, 4:12:30 PM",Push,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/FBA636AB-B72D-48BA-876F-E56194749FE3.jpg
18621495742,"May 23, 2026, 12:48:57 PM",Easy run,Run,"",1800,5.00,,,false,,,,,,1800.0,1800.0,5000.0,,2.778,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.778,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/81831020-FBC3-4338-B20D-F8BBAE79E0A8.jpg
18611156204,"May 22, 2026, 4:34:28 PM",Legs,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/E9A538C5-4E85-48D9-958D-D7A3B229649C.jpg
18591393856,"May 21, 2026, 6:38:52 AM",Recovery run,Run,"",800,2.00,,,false,,,activities/18591393856.gpx,,,800.0,765.0,2004.2,4.82,2.62,2.5,12.0,417.1,429.4,5.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1989.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.505,0.0,,,,1946.0,0.0,,,,2.6,,,,,,,,,,,,media/5F4C9E90-E7DE-4021-956E-1F1533775CB0.jpg
18591295852,"May 21, 2026, 5:52:40 AM",2 k Easy + 5 x 1 km tempo,Run,"",2698,7.00,,,false,,,activities/18591295852.gpx,,,2698.0,2091.0,7004.4,5.84,3.35,46.7,31.5,406.4,450.8,16.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7095.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.596,0.0,,,,5370.0,0.0,,,,3.393,,,,,,,,,,,,media/0A00360C-F29E-4F80-8259-5694AB4FB065.jpg
18583353655,"May 20, 2026, 2:50:58 PM",Push day,Weight Training,"",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/620F64C0-EF23-4A4E-93EE-45983933039E.jpg
18578684477,"May 20, 2026, 8:21:49 AM",Easy run,Run,"",1572,4.36,,,false,,,activities/18578684477.gpx,,,1572.0,1559.0,4361.5,4.28,2.798,32.0,31.9,399.1,420.0,15.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4422.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.774,0.0,,,,4028.0,0.0,,,,2.837,,,,,,,,,,,,media/776C2C08-7D59-4414-87AF-735449AE85F6.jpg
